played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season
True,Jaguars,Packers,JAC,GB,23,27,away,50,300,199,48,95,1,2016
True,Titans,Vikings,TEN,MIN,16,25,away,41,252,236,64,65,1,2016
True,Texans,Bears,HOU,CHI,23,14,home,37,215,185,129,73,1,2016
True,Cowboys,Giants,DAL,NYG,19,20,away,39,227,203,101,113,1,2016
True,Falcons,Buccaneers,ATL,TB,24,31,away,55,322,281,52,90,1,2016
True,Ravens,Bills,BAL,BUF,13,7,home,20,225,95,83,65,1,2016
True,Broncos,Panthers,DEN,CAR,21,20,home,41,159,176,148,157,1,2016
True,Cardinals,Patriots,ARI,NE,21,23,away,44,252,257,92,106,1,2016
True,Colts,Lions,IND,DET,35,39,away,74,368,332,82,116,1,2016
True,Jets,Bengals,NYJ,CIN,22,23,away,45,188,324,152,57,1,2016
True,Redskins,Steelers,WAS,PIT,16,38,away,54,329,290,55,147,1,2016
True,Saints,Raiders,NO,OAK,34,35,away,69,419,319,88,167,1,2016
True,49ers,Rams,SF,LA,28,0,home,28,170,120,150,65,1,2016
True,Eagles,Browns,PHI,CLE,29,10,home,39,270,168,133,120,1,2016
True,Chiefs,Chargers,KC,SD,33,27,home,60,330,233,83,155,1,2016
True,Seahawks,Dolphins,SEA,MIA,12,10,home,22,240,150,112,64,1,2016
True,Bears,Eagles,CHI,PHI,14,29,away,43,220,180,64,100,2,2016
True,Browns,Ravens,CLE,BAL,20,25,away,45,242,302,145,80,2,2016
True,Raiders,Falcons,OAK,ATL,28,35,away,63,299,389,155,139,2,2016
True,Cardinals,Buccaneers,ARI,TB,40,7,home,47,311,221,105,85,2,2016
True,Steelers,Bengals,PIT,CIN,24,16,home,40,250,366,124,46,2,2016
True,Redskins,Cowboys,WAS,DAL,23,27,away,50,350,278,82,102,2,2016
True,Texans,Chiefs,HOU,KC,19,12,home,31,254,172,97,119,2,2016
True,Panthers,49ers,CAR,SF,46,27,home,73,353,237,176,65,2,2016
True,Bills,Jets,BUF,NYJ,31,37,away,68,307,370,86,123,2,2016
True,Giants,Saints,NYG,NO,16,13,home,29,353,247,64,41,2,2016
True,Broncos,Colts,DEN,IND,34,20,home,54,266,170,134,83,2,2016
True,Lions,Titans,DET,TEN,15,16,away,31,238,224,137,139,2,2016
True,Rams,Seahawks,LA,SEA,9,3,home,12,219,239,64,67,2,2016
True,Patriots,Dolphins,NE,MIA,31,24,home,55,302,387,161,70,2,2016
True,Vikings,Packers,MIN,GB,17,14,home,31,254,180,30,83,2,2016
True,Chargers,Jaguars,SD,JAC,38,14,home,52,207,319,150,69,2,2016
True,Bills,Cardinals,BUF,ARI,33,18,home,51,89,260,208,88,3,2016
True,Colts,Chargers,IND,SD,26,22,home,48,317,315,93,37,3,2016
True,Dolphins,Browns,MIA,CLE,30,24,home,54,311,261,115,169,3,2016
True,Giants,Redskins,NYG,WAS,27,29,away,56,337,313,120,90,3,2016
True,Packers,Lions,GB,DET,34,27,home,61,201,368,123,50,3,2016
True,Seahawks,49ers,SEA,SF,37,18,home,55,291,119,127,135,3,2016
True,Jaguars,Ravens,JAC,BAL,17,19,away,36,168,199,48,84,3,2016
True,Titans,Raiders,TEN,OAK,10,17,away,27,212,245,181,123,3,2016
True,Patriots,Texans,NE,HOU,27,0,home,27,97,175,185,109,3,2016
True,Bengals,Broncos,CIN,DEN,17,29,away,46,189,303,143,52,3,2016
True,Buccaneers,Rams,TB,LA,32,37,away,69,389,183,83,137,3,2016
True,Chiefs,Jets,KC,NYJ,24,3,home,27,221,188,72,117,3,2016
True,Eagles,Steelers,PHI,PIT,34,3,home,37,301,222,125,29,3,2016
True,Cowboys,Bears,DAL,CHI,31,17,home,48,248,312,199,78,3,2016
True,Saints,Falcons,NO,ATL,32,45,away,77,359,225,115,217,3,2016
True,Panthers,Vikings,CAR,MIN,10,22,away,32,201,153,105,58,3,2016
True,Patriots,Bills,NE,BUF,0,16,away,16,187,244,90,134,4,2016
True,Vikings,Giants,MIN,NYG,24,10,home,34,262,261,104,78,4,2016
True,Bengals,Dolphins,CIN,MIA,22,7,home,29,285,160,77,62,4,2016
True,Falcons,Panthers,ATL,CAR,48,33,home,81,481,329,90,49,4,2016
True,Ravens,Raiders,BAL,OAK,27,28,away,55,282,199,130,62,4,2016
True,49ers,Cowboys,SF,DAL,17,24,away,41,189,234,106,194,4,2016
True,Bears,Lions,CHI,DET,17,14,home,31,294,197,114,66,4,2016
True,Chargers,Saints,SD,NO,34,35,away,69,308,192,38,83,4,2016
True,Buccaneers,Broncos,TB,DEN,7,27,away,34,143,218,72,89,4,2016
True,Jaguars,Colts,JAC,IND,30,27,home,57,195,190,136,94,4,2016
True,Redskins,Browns,WAS,CLE,31,20,home,51,156,217,145,163,4,2016
True,Jets,Seahawks,NYJ,SEA,17,27,away,44,247,288,58,66,4,2016
True,Steelers,Chiefs,PIT,KC,43,14,home,57,287,270,149,87,4,2016
True,Texans,Titans,HOU,TEN,27,20,home,47,244,196,115,124,4,2016
True,Cardinals,Rams,ARI,LA,13,17,away,30,302,247,118,41,4,2016
True,Steelers,Jets,PIT,NYJ,31,13,home,44,375,244,61,72,5,2016
True,Vikings,Texans,MIN,HOU,31,13,home,44,255,155,96,59,5,2016
True,Packers,Giants,GB,NYG,23,16,home,39,259,178,147,43,5,2016
True,Broncos,Falcons,DEN,ATL,16,23,away,39,183,250,84,122,5,2016
True,Rams,Bills,LA,BUF,19,30,away,49,243,112,102,193,5,2016
True,Ravens,Redskins,BAL,WAS,10,16,away,26,188,250,118,60,5,2016
True,Lions,Eagles,DET,PHI,24,23,home,47,164,230,80,116,5,2016
True,Panthers,Buccaneers,CAR,TB,14,17,away,31,278,202,136,113,5,2016
True,Colts,Bears,IND,CHI,29,23,home,52,298,397,98,125,5,2016
True,Raiders,Chargers,OAK,SD,34,31,home,65,300,351,89,72,5,2016
True,Cowboys,Bengals,DAL,CIN,28,14,home,42,222,249,180,96,5,2016
True,49ers,Cardinals,SF,ARI,21,33,away,54,135,116,151,172,5,2016
True,Browns,Patriots,CLE,NE,13,33,away,46,235,403,27,98,5,2016
True,Dolphins,Titans,MIA,TEN,17,30,away,47,149,163,51,235,5,2016
True,Seahawks,Falcons,SEA,ATL,26,24,home,50,261,310,72,52,6,2016
True,Giants,Ravens,NYG,BAL,27,23,home,50,397,293,38,98,6,2016
True,Lions,Rams,DET,LA,31,28,home,59,265,311,83,76,6,2016
True,Bears,Jaguars,CHI,JAC,16,17,away,33,297,263,92,54,6,2016
True,Dolphins,Steelers,MIA,PIT,30,15,home,45,252,169,222,128,6,2016
True,Raiders,Chiefs,OAK,KC,10,26,away,36,221,223,64,183,6,2016
True,Saints,Panthers,NO,CAR,41,38,home,79,460,303,63,103,6,2016
True,Redskins,Eagles,WAS,PHI,27,20,home,47,263,145,230,94,6,2016
True,Bills,49ers,BUF,SF,45,16,home,61,179,167,313,133,6,2016
True,Texans,Colts,HOU,IND,26,23,home,49,256,231,158,161,6,2016
True,Packers,Cowboys,GB,DAL,16,30,away,46,294,233,78,191,6,2016
True,Titans,Browns,TEN,CLE,28,26,home,54,270,301,137,40,6,2016
True,Cardinals,Jets,ARI,NYJ,28,3,home,31,225,197,171,33,6,2016
True,Patriots,Bengals,NE,CIN,35,17,home,52,358,237,79,120,6,2016
True,Chargers,Broncos,SD,DEN,21,13,home,34,166,220,99,84,6,2016
True,Cardinals,Seahawks,ARI,SEA,6,6,tie,12,311,205,132,52,7,2016
True,Broncos,Texans,DEN,HOU,27,9,home,36,157,131,190,140,7,2016
True,Jets,Ravens,NYJ,BAL,24,16,home,40,189,234,155,11,7,2016
True,Titans,Colts,TEN,IND,26,34,away,60,207,341,124,81,7,2016
True,Falcons,Chargers,ATL,SD,30,33,away,63,256,348,130,78,7,2016
True,Lions,Redskins,DET,WAS,20,17,home,37,250,283,94,130,7,2016
True,Bengals,Browns,CIN,CLE,31,17,home,48,288,172,271,180,7,2016
True,Packers,Bears,GB,CHI,26,10,home,36,303,120,103,69,7,2016
True,Chiefs,Saints,KC,NO,27,21,home,48,214,359,112,104,7,2016
True,Rams,Giants,LA,NYG,10,17,away,27,271,196,74,36,7,2016
True,Dolphins,Bills,MIA,BUF,28,25,home,53,198,200,256,67,7,2016
True,Eagles,Vikings,PHI,MIN,21,10,home,31,138,189,101,93,7,2016
True,Steelers,Patriots,PIT,NE,16,27,away,43,281,222,94,140,7,2016
True,49ers,Buccaneers,SF,TB,17,34,away,51,113,264,160,249,7,2016
True,Jaguars,Raiders,JAC,OAK,16,33,away,49,239,200,105,144,7,2016
True,Colts,Chiefs,IND,KC,14,30,away,44,172,334,105,88,8,2016
True,Broncos,Chargers,DEN,SD,27,19,home,46,267,246,57,123,8,2016
True,Texans,Lions,HOU,DET,20,13,home,33,164,231,105,58,8,2016
True,Saints,Seahawks,NO,SEA,25,20,home,45,252,285,123,74,8,2016
True,Bears,Vikings,CHI,MIN,20,10,home,30,245,201,158,57,8,2016
True,Panthers,Cardinals,CAR,ARI,30,20,home,50,208,316,141,24,8,2016
True,Cowboys,Eagles,DAL,PHI,29,23,home,52,273,194,187,97,8,2016
True,Browns,Jets,CLE,NYJ,28,31,away,59,339,222,68,171,8,2016
True,Falcons,Packers,ATL,GB,33,32,home,65,277,223,90,108,8,2016
True,Bengals,Redskins,CIN,WAS,27,27,tie,54,263,446,152,100,8,2016
True,Bills,Patriots,BUF,NE,25,41,away,66,209,285,167,72,8,2016
True,Buccaneers,Raiders,TB,OAK,24,30,away,54,168,498,102,128,8,2016
True,Titans,Jaguars,TEN,JAC,36,22,home,58,280,322,214,48,8,2016
True,Raiders,Broncos,OAK,DEN,30,20,home,50,179,266,218,33,9,2016
True,Chargers,Titans,SD,TEN,43,35,home,78,268,313,208,80,9,2016
True,Buccaneers,Falcons,TB,ATL,28,43,away,71,326,325,70,136,9,2016
True,Ravens,Steelers,BAL,PIT,21,14,home,35,224,241,50,36,9,2016
True,Browns,Cowboys,CLE,DAL,10,35,away,45,177,255,45,168,9,2016
True,49ers,Saints,SF,NO,23,41,away,64,393,323,93,248,9,2016
True,Rams,Panthers,LA,CAR,10,13,away,23,280,185,59,59,9,2016
True,Dolphins,Jets,MIA,NYJ,27,23,home,50,137,191,137,140,9,2016
True,Vikings,Lions,MIN,DET,16,22,away,38,259,214,78,97,9,2016
True,Seahawks,Bills,SEA,BUF,31,25,home,56,245,263,33,162,9,2016
True,Giants,Eagles,NYG,PHI,28,23,home,51,248,347,54,96,9,2016
True,Chiefs,Jaguars,KC,JAC,19,14,home,33,169,244,62,205,9,2016
True,Packers,Colts,GB,IND,26,31,away,57,289,270,116,85,9,2016
True,Patriots,Seahawks,NE,SEA,24,31,away,55,304,324,81,96,10,2016
True,Chargers,Dolphins,SD,MIA,24,31,away,55,309,231,70,106,10,2016
True,Redskins,Vikings,WAS,MIN,26,20,home,46,260,284,128,47,10,2016
True,Steelers,Cowboys,PIT,DAL,30,35,away,65,400,295,48,127,10,2016
True,Jets,Rams,NYJ,LA,6,9,away,15,157,155,139,125,10,2016
True,Cardinals,49ers,ARI,SF,23,20,home,43,363,198,80,83,10,2016
True,Panthers,Chiefs,CAR,KC,17,20,away,37,242,165,99,91,10,2016
True,Eagles,Falcons,PHI,ATL,24,15,home,39,221,255,208,48,10,2016
True,Ravens,Browns,BAL,CLE,28,7,home,35,277,111,119,33,10,2016
True,Titans,Packers,TEN,GB,47,25,home,72,292,333,154,69,10,2016
True,Jaguars,Texans,JAC,HOU,21,24,away,45,247,92,80,181,10,2016
True,Saints,Broncos,NO,DEN,23,25,away,48,293,234,80,103,10,2016
True,Buccaneers,Bears,TB,CHI,36,10,home,46,280,161,80,122,10,2016
True,Giants,Bengals,NYG,CIN,21,20,home,41,229,186,122,78,10,2016
True,Seahawks,Eagles,SEA,PHI,26,15,home,41,287,195,152,113,11,2016
True,Browns,Steelers,CLE,PIT,9,24,away,33,176,167,33,146,11,2016
True,Redskins,Packers,WAS,GB,42,24,home,66,364,340,151,84,11,2016
True,Vikings,Cardinals,MIN,ARI,30,24,home,54,145,155,72,135,11,2016
True,Bengals,Bills,CIN,BUF,12,16,away,28,207,159,93,183,11,2016
True,49ers,Patriots,SF,NE,17,30,away,47,177,273,122,171,11,2016
True,Cowboys,Ravens,DAL,BAL,27,17,home,44,299,267,118,101,11,2016
True,Raiders,Texans,OAK,HOU,27,20,home,47,295,230,30,124,11,2016
True,Panthers,Saints,CAR,NO,23,20,home,43,173,264,50,107,11,2016
True,Lions,Jaguars,DET,JAC,26,19,home,45,263,202,14,83,11,2016
True,Rams,Dolphins,LA,MIA,10,14,away,24,125,142,102,98,11,2016
True,Chiefs,Buccaneers,KC,TB,17,19,away,36,261,326,82,116,11,2016
True,Colts,Titans,IND,TEN,24,17,home,41,251,254,76,97,11,2016
True,Giants,Bears,NYG,CHI,22,16,home,38,227,222,102,93,11,2016
True,Jets,Patriots,NYJ,NE,17,22,away,39,269,286,64,91,12,2016
True,Eagles,Packers,PHI,GB,13,27,away,40,211,313,81,74,12,2016
True,Falcons,Cardinals,ATL,ARI,38,19,home,57,244,274,116,58,12,2016
True,Saints,Rams,NO,LA,49,21,home,70,346,178,209,69,12,2016
True,Broncos,Chiefs,DEN,KC,27,30,away,57,340,190,124,83,12,2016
True,Texans,Chargers,HOU,SD,13,21,away,34,239,235,114,67,12,2016
True,Cowboys,Redskins,DAL,WAS,31,26,home,57,190,449,163,56,12,2016
True,Ravens,Bengals,BAL,CIN,19,14,home,33,219,261,92,64,12,2016
True,Bills,Jaguars,BUF,JAC,28,21,home,49,151,118,153,183,12,2016
True,Buccaneers,Seahawks,TB,SEA,14,5,home,19,220,118,118,127,12,2016
True,Dolphins,49ers,MIA,SF,31,24,home,55,263,282,95,193,12,2016
True,Browns,Giants,CLE,NYG,13,27,away,40,285,192,58,104,12,2016
True,Raiders,Panthers,OAK,CAR,35,32,home,67,310,229,56,129,12,2016
True,Bears,Titans,CHI,TEN,21,27,away,48,316,226,95,149,12,2016
True,Lions,Vikings,DET,MIN,16,13,home,29,214,224,94,82,12,2016
True,Colts,Steelers,IND,PIT,7,28,away,35,219,221,91,148,12,2016
True,Jets,Colts,NYJ,IND,10,41,away,51,214,282,36,139,13,2016
True,Cardinals,Redskins,ARI,WAS,31,23,home,54,281,246,88,87,13,2016
True,Jaguars,Broncos,JAC,DEN,10,20,away,30,179,102,154,104,13,2016
True,Ravens,Dolphins,BAL,MIA,38,6,home,44,386,215,110,62,13,2016
True,Packers,Texans,GB,HOU,21,13,home,34,200,184,109,123,13,2016
True,Falcons,Chiefs,ATL,KC,28,29,away,57,290,266,128,123,13,2016
True,Bears,49ers,CHI,SF,26,6,home,32,184,6,142,141,13,2016
True,Raiders,Bills,OAK,BUF,38,24,home,62,260,170,139,212,13,2016
True,Bengals,Eagles,CIN,PHI,32,14,home,46,332,306,80,53,13,2016
True,Chargers,Buccaneers,SD,TB,21,28,away,49,211,268,119,81,13,2016
True,Patriots,Rams,NE,LA,26,10,home,36,269,126,133,36,13,2016
True,Steelers,Giants,PIT,NYG,24,14,home,38,272,178,117,56,13,2016
True,Vikings,Cowboys,MIN,DAL,15,17,away,32,231,124,87,140,13,2016
True,Saints,Lions,NO,DET,13,28,away,41,319,337,50,85,13,2016
True,Seahawks,Panthers,SEA,CAR,40,7,home,47,294,182,240,89,13,2016
True,Patriots,Ravens,NE,BAL,30,23,home,53,401,306,95,42,14,2016
True,Eagles,Redskins,PHI,WAS,22,27,away,49,288,227,95,107,14,2016
True,Packers,Seahawks,GB,SEA,38,10,home,48,237,218,93,136,14,2016
True,Dolphins,Cardinals,MIA,ARI,26,23,home,49,231,125,83,175,14,2016
True,Buccaneers,Saints,TB,NO,16,11,home,27,166,248,104,46,14,2016
True,Titans,Broncos,TEN,DEN,13,10,home,23,73,330,180,18,14,2016
True,Chiefs,Raiders,KC,OAK,21,13,home,34,258,109,65,135,14,2016
True,Rams,Falcons,LA,ATL,14,42,away,56,208,220,104,66,14,2016
True,Lions,Bears,DET,CHI,20,17,home,37,209,204,114,92,14,2016
True,49ers,Jets,SF,NYJ,17,23,away,40,116,216,248,188,14,2016
True,Giants,Cowboys,NYG,DAL,10,7,home,17,167,152,93,108,14,2016
True,Bills,Steelers,BUF,PIT,20,27,away,47,208,220,67,240,14,2016
True,Panthers,Chargers,CAR,SD,28,16,home,44,146,220,126,58,14,2016
True,Jaguars,Vikings,JAC,MIN,16,25,away,41,230,292,85,85,14,2016
True,Colts,Texans,IND,HOU,17,22,away,39,265,131,83,185,14,2016
True,Browns,Bengals,CLE,CIN,10,23,away,33,85,147,169,213,14,2016
True,Vikings,Colts,MIN,IND,6,34,away,40,248,250,34,161,15,2016
True,Giants,Lions,NYG,DET,17,6,home,23,186,268,114,56,15,2016
True,Bengals,Steelers,CIN,PIT,20,24,away,44,146,285,76,97,15,2016
True,Seahawks,Rams,SEA,LA,24,3,home,27,227,136,72,47,15,2016
True,Chiefs,Titans,KC,TEN,17,19,away,36,159,241,157,148,15,2016
True,Cardinals,Saints,ARI,NO,41,48,away,89,309,358,116,130,15,2016
True,Redskins,Panthers,WAS,CAR,15,26,away,41,306,290,29,148,15,2016
True,Ravens,Eagles,BAL,PHI,27,26,home,53,189,159,151,169,15,2016
True,Bears,Packers,CHI,GB,27,30,away,57,354,225,95,226,15,2016
True,Texans,Jaguars,HOU,JAC,21,20,home,41,308,83,79,67,15,2016
True,Broncos,Patriots,DEN,NE,3,16,away,19,251,177,58,136,15,2016
True,Falcons,49ers,ATL,SF,41,13,home,54,302,165,248,107,15,2016
True,Chargers,Raiders,SD,OAK,16,19,away,35,190,200,73,145,15,2016
True,Jets,Dolphins,NYJ,MIA,13,34,away,47,244,236,116,67,15,2016
True,Bills,Browns,BUF,CLE,33,13,home,46,171,162,280,107,15,2016
True,Cowboys,Buccaneers,DAL,TB,26,20,home,46,264,224,185,52,15,2016
True,Packers,Vikings,GB,MIN,38,25,home,63,308,353,40,93,16,2016
True,Saints,Buccaneers,NO,TB,31,24,home,55,294,260,123,89,16,2016
True,Panthers,Falcons,CAR,ATL,16,33,away,49,183,256,119,152,16,2016
True,Bears,Redskins,CHI,WAS,21,41,away,62,318,270,140,208,16,2016
True,Jaguars,Titans,JAC,TEN,38,17,home,55,331,205,84,58,16,2016
True,Patriots,Jets,NE,NYJ,41,3,home,44,211,128,114,111,16,2016
True,Eagles,Giants,PHI,NYG,24,19,home,43,168,356,118,114,16,2016
True,Chiefs,Broncos,KC,DEN,33,10,home,43,246,183,238,63,16,2016
True,Steelers,Ravens,PIT,BAL,31,27,home,58,279,246,127,122,16,2016
True,Seahawks,Cardinals,SEA,ARI,31,34,away,65,313,276,78,94,16,2016
True,Rams,49ers,LA,SF,21,22,away,43,78,253,99,70,16,2016
True,Texans,Bengals,HOU,CIN,12,10,home,22,155,244,95,50,16,2016
True,Browns,Chargers,CLE,SD,20,17,home,37,127,322,124,34,16,2016
True,Raiders,Colts,OAK,IND,33,25,home,58,253,288,210,102,16,2016
True,Cowboys,Lions,DAL,DET,42,21,home,63,211,229,164,90,16,2016
True,Bills,Dolphins,BUF,MIA,31,34,away,65,317,233,272,261,16,2016
True,Steelers,Browns,PIT,CLE,27,24,home,51,243,206,69,231,17,2016
True,Vikings,Bears,MIN,CHI,38,10,home,48,250,140,124,183,17,2016
True,Dolphins,Patriots,MIA,NE,14,35,away,49,205,276,75,120,17,2016
True,Bengals,Ravens,CIN,BAL,27,10,home,37,218,263,153,72,17,2016
True,Buccaneers,Panthers,TB,CAR,17,16,home,33,188,207,112,128,17,2016
True,Titans,Texans,TEN,HOU,24,17,home,41,133,243,103,46,17,2016
True,Rams,Cardinals,LA,ARI,6,44,away,50,71,260,52,84,17,2016
True,Redskins,Giants,WAS,NYG,10,19,away,29,246,171,38,161,17,2016
True,Eagles,Cowboys,PHI,DAL,27,13,home,40,232,126,114,69,17,2016
True,Falcons,Saints,ATL,NO,38,32,home,70,323,341,142,132,17,2016
True,Jets,Bills,NYJ,BUF,30,10,home,40,202,162,127,68,17,2016
True,Broncos,Raiders,DEN,OAK,24,6,home,30,206,164,143,57,17,2016
True,Colts,Jaguars,IND,JAC,24,20,home,44,290,288,94,182,17,2016
True,49ers,Seahawks,SF,SEA,23,25,away,48,191,289,62,87,17,2016
True,Chargers,Chiefs,SD,KC,27,37,away,64,269,262,129,103,17,2016
True,Lions,Packers,DET,GB,24,31,away,55,332,295,76,153,17,2016
True,Broncos,Chargers,DEN,LAC,24,21,home,45,181,185,140,64,1,2017
False,Dolphins,Buccaneers,MIA,TB,0,0,0,0,0,0,0,0,1,2017
True,Browns,Steelers,CLE,PIT,18,21,away,39,180,255,57,35,1,2017
True,Bears,Falcons,CHI,ATL,17,23,away,40,176,308,125,64,1,2017
True,Redskins,Eagles,WAS,PHI,17,30,away,47,200,298,64,58,1,2017
True,Bills,Jets,BUF,NYJ,21,12,home,33,218,176,190,38,1,2017
True,Texans,Jaguars,HOU,JAC,7,29,away,36,110,125,93,155,1,2017
True,Cowboys,Giants,DAL,NYG,19,3,home,22,263,198,129,35,1,2017
True,Lions,Cardinals,DET,ARI,35,23,home,58,285,263,82,45,1,2017
True,Patriots,Chiefs,NE,KC,27,42,away,69,247,352,124,185,1,2017
True,Vikings,Saints,MIN,NO,29,19,home,48,341,284,129,60,1,2017
True,Titans,Raiders,TEN,OAK,16,26,away,42,255,250,95,109,1,2017
True,Rams,Colts,LA,IND,46,9,home,55,310,150,63,75,1,2017
True,Packers,Seahawks,GB,SEA,17,9,home,26,286,135,84,90,1,2017
True,Bengals,Ravens,CIN,BAL,0,20,away,20,144,111,77,157,1,2017
True,49ers,Panthers,SF,CAR,3,23,away,26,166,171,51,116,1,2017
True,Bengals,Texans,CIN,HOU,9,13,away,22,213,98,82,168,2,2017
True,Ravens,Browns,BAL,CLE,24,10,home,34,201,293,136,93,2,2017
True,Steelers,Vikings,PIT,MIN,26,9,home,35,233,146,102,91,2,2017
True,Raiders,Jets,OAK,NYJ,45,20,home,65,230,145,180,126,2,2017
True,Saints,Patriots,NO,NE,20,36,away,56,348,436,81,119,2,2017
True,Buccaneers,Bears,TB,CHI,29,7,home,36,194,290,117,20,2,2017
True,Jaguars,Titans,JAC,TEN,16,37,away,53,211,211,99,179,2,2017
True,Colts,Cardinals,IND,ARI,13,16,away,29,190,306,76,83,2,2017
True,Chiefs,Eagles,KC,PHI,27,20,home,47,232,299,112,107,2,2017
True,Broncos,Cowboys,DEN,DAL,42,17,home,59,202,228,178,40,2,2017
True,Panthers,Bills,CAR,BUF,9,3,home,12,178,107,77,69,2,2017
True,Falcons,Packers,ATL,GB,34,23,home,57,223,308,141,59,2,2017
True,Giants,Lions,NYG,DET,10,24,away,34,208,119,62,138,2,2017
True,Seahawks,49ers,SEA,SF,12,9,home,21,181,89,131,159,2,2017
True,Chargers,Dolphins,LAC,MIA,17,19,away,36,323,225,44,111,2,2017
True,Rams,Redskins,LA,WAS,20,27,away,47,235,156,97,229,2,2017
True,Titans,Seahawks,TEN,SEA,33,27,home,60,225,364,195,69,3,2017
True,Panthers,Saints,CAR,NO,13,34,away,47,156,213,132,149,3,2017
True,Packers,Bengals,GB,CIN,27,24,home,51,280,191,64,110,3,2017
True,Bills,Broncos,BUF,DEN,26,16,home,42,197,255,75,111,3,2017
True,Colts,Browns,IND,CLE,31,28,home,59,243,235,92,111,3,2017
True,Bears,Steelers,CHI,PIT,23,17,home,40,84,212,222,70,3,2017
True,Chargers,Chiefs,LAC,KC,10,24,away,34,226,122,104,189,3,2017
True,Cardinals,Cowboys,ARI,DAL,17,28,away,45,283,174,49,99,3,2017
True,Eagles,Giants,PHI,NYG,27,24,home,51,161,366,193,49,3,2017
True,49ers,Rams,SF,LA,39,41,away,80,308,292,113,126,3,2017
True,Patriots,Texans,NE,HOU,36,33,home,69,337,292,59,125,3,2017
True,Redskins,Raiders,WAS,OAK,27,10,home,37,356,96,116,32,3,2017
True,Jets,Dolphins,NYJ,MIA,20,6,home,26,233,195,103,30,3,2017
True,Lions,Falcons,DET,ATL,26,30,away,56,253,277,71,151,3,2017
True,Jaguars,Ravens,JAC,BAL,44,7,home,51,244,52,166,134,3,2017
True,Vikings,Buccaneers,MIN,TB,34,17,home,51,369,316,125,26,3,2017
True,Broncos,Raiders,DEN,OAK,16,10,home,26,155,230,143,24,4,2017
True,Packers,Bears,GB,CHI,35,14,home,49,169,205,91,103,4,2017
True,Browns,Bengals,CLE,CIN,7,31,away,38,170,264,45,86,4,2017
True,Falcons,Bills,ATL,BUF,17,23,away,40,242,164,147,117,4,2017
True,Ravens,Steelers,BAL,PIT,9,26,away,35,206,208,82,173,4,2017
True,Cardinals,49ers,ARI,SF,18,15,home,33,317,210,51,95,4,2017
True,Seahawks,Colts,SEA,IND,46,18,home,64,283,139,194,98,4,2017
True,Vikings,Lions,MIN,DET,7,14,away,21,197,154,87,97,4,2017
True,Dolphins,Saints,MIA,NO,0,20,away,20,128,261,58,86,4,2017
True,Jets,Jaguars,NYJ,JAC,23,20,home,43,215,136,256,175,4,2017
True,Texans,Titans,HOU,TEN,57,14,home,71,272,109,173,86,4,2017
True,Cowboys,Rams,DAL,LA,30,35,away,65,251,244,189,168,4,2017
True,Patriots,Panthers,NE,CAR,30,33,away,63,293,304,80,140,4,2017
True,Chargers,Eagles,LAC,PHI,24,26,away,50,342,240,58,214,4,2017
True,Chiefs,Redskins,KC,WAS,29,20,home,49,261,220,168,111,4,2017
True,Buccaneers,Giants,TB,NYG,25,23,home,48,323,288,111,91,4,2017
True,Colts,49ers,IND,SF,26,23,home,49,288,336,159,66,5,2017
True,Buccaneers,Patriots,TB,NE,14,19,away,33,319,289,90,113,5,2017
