played,home_team,away_team,home_alias,away_alias,homePts,awayPts,winner,totalPts,home_passing_yards,away_passing_yards,home_rushing_yards,away_rushing_yards,week,season
True,Vikings,Lions,MIN,DET,24,9,home,33,155,143,128,66,9,2018
True,49ers,Giants,SF,NYG,23,27,away,50,250,180,124,97,10,2018
True,Packers,Dolphins,GB,MIA,31,12,home,43,182,163,195,131,10,2018
True,Jets,Bills,NYJ,BUF,10,41,away,51,116,239,83,212,10,2018
True,Titans,Patriots,TEN,NE,34,10,home,44,235,244,150,40,10,2018
True,Raiders,Chargers,OAK,LAC,6,20,away,26,203,222,114,113,10,2018
True,Bengals,Saints,CIN,NO,14,51,away,65,174,265,110,244,10,2018
True,Steelers,Panthers,PIT,CAR,52,21,home,73,319,147,138,95,10,2018
True,Chiefs,Cardinals,KC,ARI,26,14,home,40,212,166,118,94,10,2018
True,Buccaneers,Redskins,TB,WAS,3,16,away,19,398,170,103,116,10,2018
True,Bears,Lions,CHI,DET,34,22,home,56,348,229,54,76,10,2018
True,Browns,Falcons,CLE,ATL,28,16,home,44,216,311,211,71,10,2018
True,Rams,Seahawks,LA,SEA,36,31,home,67,307,141,149,273,10,2018
True,Colts,Jaguars,IND,JAC,29,26,home,55,285,324,81,91,10,2018
True,Eagles,Cowboys,PHI,DAL,20,27,away,47,350,239,71,171,10,2018
True,Redskins,Texans,WAS,HOU,21,23,away,44,154,181,124,139,11,2018
True,Cardinals,Raiders,ARI,OAK,21,23,away,44,128,173,154,152,11,2018
True,Ravens,Bengals,BAL,CIN,24,21,home,45,136,207,267,48,11,2018
True,Bears,Vikings,CHI,MIN,25,20,home,45,160,246,148,22,11,2018
True,Rams,Chiefs,LA,KC,54,51,home,105,379,448,76,98,11,2018
True,Colts,Titans,IND,TEN,38,10,home,48,295,176,102,87,11,2018
True,Jaguars,Steelers,JAC,PIT,16,20,away,36,64,297,179,26,11,2018
True,Lions,Panthers,DET,CAR,20,19,home,39,215,331,94,56,11,2018
True,Chargers,Broncos,LAC,DEN,22,23,away,45,384,217,95,108,11,2018
True,Saints,Eagles,NO,PHI,48,7,home,55,373,138,173,58,11,2018
True,Falcons,Cowboys,ATL,DAL,19,22,away,41,274,191,80,132,11,2018
True,Seahawks,Packers,SEA,GB,27,24,home,51,205,311,173,48,11,2018
True,Giants,Buccaneers,NYG,TB,38,35,home,73,196,359,163,151,11,2018
True,Ravens,Raiders,BAL,OAK,34,17,home,51,174,182,242,67,12,2018
True,Jets,Patriots,NYJ,NE,13,27,away,40,264,283,74,215,12,2018
True,Texans,Titans,HOU,TEN,34,17,home,51,181,260,281,105,12,2018
True,Chargers,Cardinals,LAC,ARI,45,10,home,55,236,87,178,62,12,2018
True,Eagles,Giants,PHI,NYG,25,22,home,47,214,276,127,126,12,2018
True,Lions,Bears,DET,CHI,16,23,away,39,222,226,111,38,12,2018
True,Colts,Dolphins,IND,MIA,27,24,home,51,337,201,118,113,12,2018
True,Buccaneers,49ers,TB,SF,27,9,home,36,304,194,108,148,12,2018
True,Bengals,Browns,CIN,CLE,20,35,away,55,243,258,129,84,12,2018
True,Broncos,Steelers,DEN,PIT,24,17,home,41,184,452,124,75,12,2018
True,Saints,Falcons,NO,ATL,31,17,home,48,162,340,150,26,12,2018
True,Panthers,Seahawks,CAR,SEA,27,30,away,57,256,322,220,75,12,2018
True,Bills,Jaguars,BUF,JAC,24,21,home,45,160,107,167,226,12,2018
True,Cowboys,Redskins,DAL,WAS,31,23,home,54,258,251,146,80,12,2018
True,Vikings,Packers,MIN,GB,24,17,home,41,325,172,91,82,12,2018
True,Giants,Bears,NYG,CHI,30,27,home,57,197,258,141,118,13,2018
True,Falcons,Ravens,ATL,BAL,16,26,away,42,97,159,34,207,13,2018
True,Raiders,Chiefs,OAK,KC,33,40,away,73,271,295,171,174,13,2018
True,Packers,Cardinals,GB,ARI,17,20,away,37,227,133,98,182,13,2018
True,Lions,Rams,DET,LA,16,30,away,46,208,195,102,149,13,2018
True,Bengals,Broncos,CIN,DEN,10,24,away,34,202,143,111,218,13,2018
True,Seahawks,49ers,SEA,SF,43,16,home,59,163,386,168,66,13,2018
True,Titans,Jets,TEN,NYJ,26,22,home,48,273,124,130,156,13,2018
True,Steelers,Chargers,PIT,LAC,30,33,away,63,271,286,65,85,13,2018
True,Cowboys,Saints,DAL,NO,13,10,home,23,209,111,99,65,13,2018
True,Dolphins,Bills,MIA,BUF,21,17,home,38,115,217,60,198,13,2018
True,Texans,Browns,HOU,CLE,29,13,home,42,197,397,187,31,13,2018
True,Jaguars,Colts,JAC,IND,6,0,home,6,132,224,79,41,13,2018
True,Eagles,Redskins,PHI,WAS,28,13,home,41,306,131,130,104,13,2018
True,Buccaneers,Panthers,TB,CAR,24,17,home,41,220,276,95,168,13,2018
True,Patriots,Vikings,NE,MIN,24,10,home,34,311,183,160,95,13,2018
True,Cardinals,Lions,ARI,DET,3,17,away,20,218,96,61,122,14,2018
True,Browns,Panthers,CLE,CAR,26,20,home,46,232,297,116,96,14,2018
True,49ers,Broncos,SF,DEN,20,14,home,34,305,171,84,103,14,2018
True,Buccaneers,Saints,TB,NO,14,28,away,42,174,198,105,100,14,2018
True,Seahawks,Vikings,SEA,MIN,21,7,home,28,60,199,214,77,14,2018
True,Redskins,Giants,WAS,NYG,16,40,away,56,204,175,84,227,14,2018
True,Texans,Colts,HOU,IND,21,24,away,45,226,386,89,50,14,2018
True,Bears,Rams,CHI,LA,15,6,home,21,100,162,194,52,14,2018
True,Titans,Jaguars,TEN,JAC,30,9,home,39,162,195,264,60,14,2018
True,Chiefs,Ravens,KC,BAL,27,24,home,51,348,127,94,194,14,2018
True,Chargers,Bengals,LAC,CIN,26,21,home,47,203,151,85,144,14,2018
True,Packers,Falcons,GB,ATL,34,20,home,54,162,237,138,107,14,2018
True,Bills,Jets,BUF,NYJ,23,27,away,50,192,170,176,78,14,2018
True,Dolphins,Patriots,MIA,NE,34,33,home,67,223,344,189,77,14,2018
True,Cowboys,Eagles,DAL,PHI,29,23,home,52,434,222,142,34,14,2018
True,Raiders,Steelers,OAK,PIT,24,21,home,45,299,300,55,40,14,2018
True,Giants,Titans,NYG,TEN,0,17,away,17,213,86,47,215,15,2018
True,Broncos,Browns,DEN,CLE,16,17,away,33,238,175,32,134,15,2018
True,Steelers,Patriots,PIT,NE,17,10,home,27,218,272,158,96,15,2018
True,Ravens,Buccaneers,BAL,TB,20,12,home,32,128,156,242,85,15,2018
True,Bears,Packers,CHI,GB,24,17,home,41,232,235,100,88,15,2018
True,Jets,Texans,NYJ,HOU,22,29,away,51,228,239,90,47,15,2018
True,Panthers,Saints,CAR,NO,9,12,away,21,149,191,98,155,15,2018
True,Bills,Lions,BUF,DET,14,13,home,27,195,208,117,105,15,2018
True,Vikings,Dolphins,MIN,MIA,41,17,home,58,198,37,220,156,15,2018
True,Bengals,Raiders,CIN,OAK,30,16,home,46,123,229,171,68,15,2018
True,Falcons,Cardinals,ATL,ARI,40,14,home,54,220,193,215,60,15,2018
True,Chiefs,Chargers,KC,LAC,28,29,away,57,234,288,60,119,15,2018
True,Rams,Eagles,LA,PHI,23,30,away,53,325,270,82,111,15,2018
True,Colts,Cowboys,IND,DAL,23,0,home,23,192,180,178,112,15,2018
True,Jaguars,Redskins,JAC,WAS,13,16,away,29,20,136,172,109,15,2018
True,49ers,Seahawks,SF,SEA,26,23,home,49,257,217,94,168,15,2018
True,Titans,Redskins,TEN,WAS,25,16,home,41,192,131,99,161,16,2018
True,Saints,Steelers,NO,PIT,31,28,home,59,313,364,57,65,16,2018
True,Seahawks,Chiefs,SEA,KC,38,31,home,69,254,265,210,154,16,2018
True,Lions,Vikings,DET,MIN,9,27,away,36,137,240,86,100,16,2018
True,Raiders,Broncos,OAK,DEN,27,14,home,41,159,200,114,100,16,2018
True,Panthers,Falcons,CAR,ATL,10,24,away,34,295,233,141,194,16,2018
True,Chargers,Ravens,LAC,BAL,10,22,away,32,147,202,51,159,16,2018
True,Colts,Giants,IND,NYG,28,27,home,55,353,309,49,83,16,2018
True,Jets,Packers,NYJ,GB,38,44,away,82,323,413,47,127,16,2018
True,Cowboys,Buccaneers,DAL,TB,27,20,home,47,152,320,80,63,16,2018
True,Cardinals,Rams,ARI,LA,9,31,away,40,159,192,104,269,16,2018
True,Browns,Bengals,CLE,CIN,26,18,home,44,347,107,146,102,16,2018
True,Patriots,Bills,NE,BUF,24,12,home,36,117,217,273,72,16,2018
True,Eagles,Texans,PHI,HOU,32,30,home,62,462,309,57,62,16,2018
True,Dolphins,Jaguars,MIA,JAC,7,17,away,24,121,118,62,126,16,2018
True,49ers,Bears,SF,CHI,9,14,away,23,232,235,47,90,16,2018
True,Vikings,Bears,MIN,CHI,10,24,away,34,101,163,63,169,17,2018
True,Ravens,Browns,BAL,CLE,26,24,home,50,167,376,296,50,17,2018
True,Patriots,Jets,NE,NYJ,38,3,home,41,244,135,131,104,17,2018
True,Titans,Colts,TEN,IND,17,33,away,50,165,278,93,158,17,2018
True,Seahawks,Cardinals,SEA,ARI,27,24,home,51,109,113,182,85,17,2018
True,Broncos,Chargers,DEN,LAC,9,23,away,32,288,160,82,116,17,2018
True,Packers,Lions,GB,DET,0,31,away,31,129,272,46,130,17,2018
True,Buccaneers,Falcons,TB,ATL,32,34,away,66,341,380,92,109,17,2018
True,Rams,49ers,LA,SF,48,32,home,80,222,264,155,127,17,2018
True,Redskins,Eagles,WAS,PHI,0,24,away,24,68,231,21,129,17,2018
True,Texans,Jaguars,HOU,JAC,20,3,home,23,208,89,134,30,17,2018
True,Giants,Cowboys,NYG,DAL,35,36,away,71,298,368,143,51,17,2018
True,Bills,Dolphins,BUF,MIA,42,17,home,59,215,126,166,99,17,2018
True,Chiefs,Raiders,KC,OAK,35,3,home,38,310,165,99,127,17,2018
True,Saints,Panthers,NO,CAR,14,33,away,47,110,263,184,111,17,2018
True,Steelers,Bengals,PIT,CIN,16,13,home,29,278,71,65,125,17,2018
True,Browns,Titans,CLE,TEN,13,43,away,56,244,216,102,123,1,2019
True,Dolphins,Ravens,MIA,BAL,10,59,away,69,179,378,21,265,1,2019
True,Raiders,Broncos,OAK,DEN,24,16,home,40,259,249,98,95,1,2019
True,Saints,Texans,NO,HOU,30,28,home,58,362,234,148,180,1,2019
True,Seahawks,Bengals,SEA,CIN,21,20,home,41,160,395,72,34,1,2019
True,Patriots,Steelers,NE,PIT,33,3,home,36,366,276,99,32,1,2019
True,Buccaneers,49ers,TB,SF,17,31,away,48,174,158,121,98,1,2019
True,Jets,Bills,NYJ,BUF,16,17,away,33,155,242,68,128,1,2019
True,Chargers,Colts,LAC,IND,30,24,home,54,310,173,125,203,1,2019
True,Eagles,Redskins,PHI,WAS,32,27,home,59,313,370,123,28,1,2019
True,Cardinals,Lions,ARI,DET,27,27,tie,54,275,361,112,116,1,2019
True,Jaguars,Chiefs,JAC,KC,26,40,away,66,347,378,81,113,1,2019
True,Panthers,Rams,CAR,LA,27,30,away,57,216,183,127,166,1,2019
True,Vikings,Falcons,MIN,ATL,28,12,home,40,97,272,172,73,1,2019
True,Bears,Packers,CHI,GB,3,10,away,13,208,166,46,47,1,2019
True,Cowboys,Giants,DAL,NYG,35,17,home,52,405,319,89,151,1,2019
True,Lions,Chargers,DET,LAC,13,10,home,23,245,287,94,137,2,2019
True,Broncos,Bears,DEN,CHI,14,16,away,30,282,120,90,153,2,2019
True,Panthers,Buccaneers,CAR,TB,14,20,away,34,313,189,39,100,2,2019
True,Titans,Colts,TEN,IND,17,19,away,36,119,121,124,167,2,2019
True,Falcons,Eagles,ATL,PHI,24,20,home,44,310,237,57,49,2,2019
True,Redskins,Cowboys,WAS,DAL,21,31,away,52,208,261,47,213,2,2019
True,Steelers,Seahawks,PIT,SEA,26,28,away,54,180,274,81,151,2,2019
True,Packers,Vikings,GB,MIN,21,16,home,37,191,223,144,198,2,2019
True,Raiders,Chiefs,OAK,KC,10,28,away,38,178,436,129,31,2,2019
True,Jets,Browns,NYJ,CLE,3,23,away,26,169,305,93,70,2,2019
True,Giants,Bills,NYG,BUF,14,28,away,42,241,237,129,151,2,2019
True,Texans,Jaguars,HOU,JAC,13,12,home,25,137,178,126,103,2,2019
True,Ravens,Cardinals,BAL,ARI,23,17,home,40,258,329,182,20,2,2019
True,Rams,Saints,LA,NO,27,9,home,36,265,187,115,57,2,2019
True,Bengals,49ers,CIN,SF,17,41,away,58,291,312,25,259,2,2019
True,Dolphins,Patriots,MIA,NE,0,43,away,43,142,255,42,124,2,2019
True,Buccaneers,Giants,TB,NYG,31,32,away,63,355,312,144,72,3,2019
True,49ers,Steelers,SF,PIT,24,20,home,44,268,160,168,79,3,2019
True,Packers,Broncos,GB,DEN,27,16,home,43,235,161,77,149,3,2019
True,Colts,Falcons,IND,ATL,27,24,home,51,300,304,79,93,3,2019
True,Browns,Rams,CLE,LA,13,20,away,33,175,254,95,90,3,2019
True,Chiefs,Ravens,KC,BAL,33,28,home,61,363,249,140,203,3,2019
True,Chargers,Texans,LAC,HOU,20,27,away,47,293,337,73,39,3,2019
True,Bills,Bengals,BUF,CIN,21,17,home,38,241,240,175,66,3,2019
True,Patriots,Jets,NE,NYJ,30,14,home,44,313,69,68,36,3,2019
True,Redskins,Bears,WAS,CHI,15,31,away,46,287,208,69,90,3,2019
True,Eagles,Lions,PHI,DET,24,27,away,51,246,201,127,86,3,2019
True,Cardinals,Panthers,ARI,CAR,20,38,away,58,127,240,121,173,3,2019
True,Jaguars,Titans,JAC,TEN,20,7,home,27,204,249,88,91,3,2019
True,Vikings,Raiders,MIN,OAK,34,14,home,48,174,214,211,88,3,2019
True,Seahawks,Saints,SEA,NO,27,33,away,60,406,177,108,88,3,2019
True,Cowboys,Dolphins,DAL,MIA,31,6,home,37,241,211,235,72,3,2019
True,Rams,Buccaneers,LA,TB,40,55,away,95,490,376,28,88,4,2019
True,Texans,Panthers,HOU,CAR,10,16,away,26,128,203,136,94,4,2019
True,Ravens,Browns,BAL,CLE,25,40,away,65,222,337,173,193,4,2019
True,Lions,Chiefs,DET,KC,30,34,away,64,261,315,186,123,4,2019
True,Bills,Patriots,BUF,NE,10,16,away,26,240,150,135,74,4,2019
True,Dolphins,Chargers,MIA,LAC,10,30,away,40,161,311,72,79,4,2019
True,Colts,Raiders,IND,OAK,24,31,away,55,265,189,81,188,4,2019
True,Saints,Cowboys,NO,DAL,12,10,home,22,149,212,117,45,4,2019
True,Cardinals,Seahawks,ARI,SEA,10,27,away,37,206,225,115,115,4,2019
True,Bears,Vikings,CHI,MIN,16,6,home,22,197,182,72,40,4,2019
True,Packers,Eagles,GB,PHI,27,34,away,61,414,160,77,176,4,2019
True,Broncos,Jaguars,DEN,JAC,24,26,away,50,303,186,68,269,4,2019
True,Falcons,Titans,ATL,TEN,10,24,away,34,364,227,58,138,4,2019
True,Steelers,Bengals,PIT,CIN,27,3,home,30,260,102,66,73,4,2019
True,Giants,Redskins,NYG,WAS,24,3,home,27,225,121,164,55,4,2019
True,49ers,Browns,SF,CLE,31,3,home,34,171,78,275,102,5,2019
True,Titans,Bills,TEN,BUF,7,14,away,21,150,204,102,109,5,2019
True,Texans,Falcons,HOU,ATL,53,32,home,85,426,316,166,57,5,2019
True,Chargers,Broncos,LAC,DEN,13,20,away,33,211,159,35,191,5,2019
True,Seahawks,Rams,SEA,LA,30,29,home,59,262,395,167,82,5,2019
True,Steelers,Ravens,PIT,BAL,23,26,away,49,192,139,77,138,5,2019
True,Cowboys,Packers,DAL,GB,24,34,away,58,441,215,122,120,5,2019
True,Redskins,Patriots,WAS,NE,7,33,away,40,78,312,145,130,5,2019
True,Bengals,Cardinals,CIN,ARI,23,26,away,49,262,248,108,266,5,2019
True,Panthers,Jaguars,CAR,JAC,34,27,home,61,160,358,285,149,5,2019
True,Saints,Buccaneers,NO,TB,31,24,home,55,345,158,112,94,5,2019
True,Eagles,Jets,PHI,NYJ,31,6,home,37,181,61,84,67,5,2019
True,Raiders,Bears,OAK,CHI,24,21,home,45,229,194,169,42,5,2019
True,Chiefs,Colts,KC,IND,13,19,away,32,288,151,36,180,5,2019
True,Giants,Vikings,NYG,MIN,10,28,away,38,147,279,64,211,5,2019
True,Chargers,Steelers,LAC,PIT,17,24,away,41,316,132,32,124,6,2019
True,Chiefs,Texans,KC,HOU,24,31,away,55,256,280,53,192,6,2019
True,Packers,Lions,GB,DET,23,22,home,45,277,243,170,56,6,2019
True,Browns,Seahawks,CLE,SEA,28,32,away,60,249,284,157,170,6,2019
True,Jets,Cowboys,NYJ,DAL,24,22,home,46,326,270,56,129,6,2019
True,Patriots,Giants,NE,NYG,35,14,home,49,313,161,114,52,6,2019
True,Rams,49ers,LA,SF,7,20,away,27,48,232,109,99,6,2019
True,Ravens,Bengals,BAL,CIN,23,17,home,40,228,217,269,33,6,2019
True,Jaguars,Saints,JAC,NO,6,13,away,19,151,222,75,104,6,2019
True,Broncos,Titans,DEN,TEN,16,0,home,16,167,165,103,39,6,2019
True,Buccaneers,Panthers,TB,CAR,26,37,away,63,365,209,42,59,6,2019
True,Vikings,Eagles,MIN,PHI,38,20,home,58,325,292,122,108,6,2019
True,Cardinals,Falcons,ARI,ATL,34,33,home,67,340,341,102,103,6,2019
True,Dolphins,Redskins,MIA,WAS,16,17,away,33,187,166,84,145,6,2019
True,Packers,Raiders,GB,OAK,42,24,home,66,421,329,60,155,7,2019
True,Bills,Dolphins,BUF,MIA,31,21,home,52,188,272,117,109,7,2019
True,Bears,Saints,CHI,NO,25,36,away,61,235,273,17,151,7,2019
True,Falcons,Rams,ATL,LA,10,37,away,47,186,291,38,90,7,2019
True,Lions,Vikings,DET,MIN,30,42,away,72,352,338,81,166,7,2019
True,Cowboys,Eagles,DAL,PHI,37,10,home,47,213,168,189,115,7,2019
True,Colts,Texans,IND,HOU,30,23,home,53,321,291,62,100,7,2019
True,Jets,Patriots,NYJ,NE,0,33,away,33,73,249,81,74,7,2019
True,Giants,Cardinals,NYG,ARI,21,27,away,48,156,89,107,156,7,2019
True,Titans,Chargers,TEN,LAC,23,20,home,43,306,326,97,39,7,2019
True,Broncos,Chiefs,DEN,KC,6,30,away,36,134,191,71,80,7,2019
True,Redskins,49ers,WAS,SF,0,9,away,9,50,146,104,137,7,2019
True,Seahawks,Ravens,SEA,BAL,16,30,away,46,241,141,106,199,7,2019
True,Bengals,Jaguars,CIN,JAC,17,27,away,44,258,244,33,216,7,2019
True,Falcons,Seahawks,ATL,SEA,20,27,away,47,441,171,69,151,8,2019
True,Colts,Broncos,IND,DEN,15,13,home,28,191,166,127,113,8,2019
True,49ers,Panthers,SF,CAR,51,13,home,64,156,100,232,130,8,2019
True,Saints,Cardinals,NO,ARI,31,9,home,40,373,197,137,40,8,2019
True,Bears,Chargers,CHI,LAC,16,17,away,33,226,195,162,36,8,2019
True,Steelers,Dolphins,PIT,MIA,27,14,home,41,236,170,158,60,8,2019
True,Rams,Bengals,LA,CIN,24,10,home,34,372,297,98,104,8,2019
True,Jaguars,Jets,JAC,NYJ,29,15,home,44,278,167,111,46,8,2019
True,Lions,Giants,DET,NYG,31,26,home,57,316,290,59,80,8,2019
True,Texans,Raiders,HOU,OAK,27,24,home,51,258,285,130,93,8,2019
True,Titans,Buccaneers,TEN,TB,27,23,home,50,174,283,72,106,8,2019
True,Vikings,Redskins,MIN,WAS,19,9,home,28,273,131,161,85,8,2019
True,Chiefs,Packers,KC,GB,24,31,away,55,249,256,88,118,8,2019
True,Bills,Eagles,BUF,PHI,13,31,away,44,155,153,98,218,8,2019
True,Patriots,Browns,NE,CLE,27,13,home,40,239,151,79,159,8,2019
True,Ravens,Patriots,BAL,NE,37,20,home,57,162,268,210,74,9,2019
True,Eagles,Bears,PHI,CHI,22,14,home,36,227,102,146,62,9,2019
True,Chiefs,Vikings,KC,MIN,26,23,home,49,230,212,147,96,9,2019
True,Bills,Redskins,BUF,WAS,24,9,home,33,146,116,122,127,9,2019
True,Broncos,Browns,DEN,CLE,24,19,home,43,175,261,127,90,9,2019
True,Steelers,Colts,PIT,IND,26,24,home,50,183,189,90,139,9,2019
True,Chargers,Packers,LAC,GB,26,11,home,37,283,139,159,45,9,2019
True,Dolphins,Jets,MIA,NYJ,26,18,home,44,266,238,50,83,9,2019
True,Panthers,Titans,CAR,TEN,30,20,home,50,214,310,156,121,9,2019
True,Jaguars,Texans,JAC,HOU,3,26,away,29,282,194,75,216,9,2019
True,Seahawks,Buccaneers,SEA,TB,40,34,home,74,347,319,145,99,9,2019
True,Giants,Cowboys,NYG,DAL,18,37,away,55,171,257,100,172,9,2019
True,Cardinals,49ers,ARI,SF,25,28,away,53,204,310,153,101,9,2019
True,Raiders,Lions,OAK,DET,31,24,home,55,279,383,171,90,9,2019
True,Bengals,Ravens,CIN,BAL,13,49,away,62,150,243,157,136,10,2019
True,Browns,Bills,CLE,BUF,19,16,home,35,221,260,147,84,10,2019
True,Saints,Falcons,NO,ATL,9,26,away,35,258,174,52,143,10,2019
True,Colts,Dolphins,IND,MIA,12,16,away,28,191,159,109,70,10,2019
True,Cowboys,Vikings,DAL,MIN,24,28,away,52,393,211,50,153,10,2019
True,Jets,Giants,NYJ,NYG,34,27,home,61,218,258,76,23,10,2019
True,Raiders,Chargers,OAK,LAC,26,24,home,50,200,169,78,146,10,2019
True,Titans,Chiefs,TEN,KC,35,32,home,67,146,433,225,97,10,2019
True,Steelers,Rams,PIT,LA,17,12,home,29,231,218,42,88,10,2019
True,Packers,Panthers,GB,CAR,24,16,home,40,225,281,163,120,10,2019
True,Buccaneers,Cardinals,TB,ARI,30,27,home,57,339,342,118,75,10,2019
True,49ers,Seahawks,SF,SEA,24,27,away,51,215,189,87,147,10,2019
True,Bears,Lions,CHI,DET,20,13,home,33,145,259,81,98,10,2019
True,Lions,Cowboys,DET,DAL,27,35,away,62,191,434,121,75,11,2019
True,Browns,Steelers,CLE,PIT,21,7,home,28,189,178,104,58,11,2019
True,Colts,Jaguars,IND,JAC,33,13,home,46,125,279,264,29,11,2019
True,49ers,Cardinals,SF,ARI,36,26,home,62,408,131,34,135,11,2019
True,Rams,Bears,LA,CHI,17,7,home,24,173,193,110,74,11,2019
True,Vikings,Broncos,MIN,DEN,27,23,home,50,284,270,37,124,11,2019
True,Chargers,Chiefs,LAC,KC,17,24,away,41,345,180,93,130,11,2019
True,Ravens,Texans,BAL,HOU,41,7,home,48,235,110,256,122,11,2019
True,Redskins,Jets,WAS,NYJ,17,34,away,51,171,285,54,115,11,2019
True,Eagles,Patriots,PHI,NE,10,17,away,27,174,224,81,74,11,2019
True,Panthers,Falcons,CAR,ATL,3,29,away,32,270,295,77,54,11,2019
True,Dolphins,Bills,MIA,BUF,20,37,away,57,280,256,23,168,11,2019
True,Buccaneers,Saints,TB,NO,17,34,away,51,298,219,36,109,11,2019
True,Raiders,Bengals,OAK,CIN,17,10,home,27,273,73,113,173,11,2019
True,Falcons,Buccaneers,ATL,TB,16,28,away,44,233,313,57,119,12,2019
False,49ers,Packers,SF,GB,0,0,0,0,0,0,0,0,12,2019
False,Rams,Ravens,LA,BAL,0,0,0,0,0,0,0,0,12,2019
True,Browns,Dolphins,CLE,MIA,34,17,home,51,320,153,119,68,12,2019
True,Bears,Giants,CHI,NYG,19,14,home,33,263,105,69,109,12,2019
True,Eagles,Seahawks,PHI,SEA,3,17,away,20,116,161,106,170,12,2019
True,Patriots,Cowboys,NE,DAL,0,0,tie,0,0,0,0,0,12,2019
True,Saints,Panthers,NO,CAR,31,30,home,61,209,217,111,98,12,2019
True,Jets,Raiders,NYJ,OAK,34,3,home,37,313,140,90,69,12,2019
True,Bills,Broncos,BUF,DEN,20,3,home,23,185,82,226,85,12,2019
True,Titans,Jaguars,TEN,JAC,0,0,tie,0,0,0,0,0,12,2019
True,Redskins,Lions,WAS,DET,13,16,away,29,113,180,74,175,12,2019
True,Texans,Colts,HOU,IND,20,17,home,37,297,121,99,175,12,2019
True,Bengals,Steelers,CIN,PIT,10,13,away,23,158,179,86,112,12,2019
False,Cowboys,Bills,DAL,BUF,0,0,0,0,0,0,0,0,13,2019
False,Chiefs,Raiders,KC,OAK,0,0,0,0,0,0,0,0,13,2019
False,Dolphins,Eagles,MIA,PHI,0,0,0,0,0,0,0,0,13,2019
False,Bengals,Jets,CIN,NYJ,0,0,0,0,0,0,0,0,13,2019
False,Falcons,Saints,ATL,NO,0,0,0,0,0,0,0,0,13,2019
False,Seahawks,Vikings,SEA,MIN,0,0,0,0,0,0,0,0,13,2019
False,Colts,Titans,IND,TEN,0,0,0,0,0,0,0,0,13,2019
False,Texans,Patriots,HOU,NE,0,0,0,0,0,0,0,0,13,2019
False,Cardinals,Rams,ARI,LA,0,0,0,0,0,0,0,0,13,2019
False,Broncos,Chargers,DEN,LAC,0,0,0,0,0,0,0,0,13,2019
False,Steelers,Browns,PIT,CLE,0,0,0,0,0,0,0,0,13,2019
False,Panthers,Redskins,CAR,WAS,0,0,0,0,0,0,0,0,13,2019
False,Giants,Packers,NYG,GB,0,0,0,0,0,0,0,0,13,2019
False,Ravens,49ers,BAL,SF,0,0,0,0,0,0,0,0,13,2019
False,Lions,Bears,DET,CHI,0,0,0,0,0,0,0,0,13,2019
False,Jaguars,Buccaneers,JAC,TB,0,0,0,0,0,0,0,0,13,2019
False,Bears,Cowboys,CHI,DAL,0,0,0,0,0,0,0,0,14,2019
False,Raiders,Titans,OAK,TEN,0,0,0,0,0,0,0,0,14,2019
False,Packers,Redskins,GB,WAS,0,0,0,0,0,0,0,0,14,2019
False,Vikings,Lions,MIN,DET,0,0,0,0,0,0,0,0,14,2019
False,Patriots,Chiefs,NE,KC,0,0,0,0,0,0,0,0,14,2019
False,Falcons,Panthers,ATL,CAR,0,0,0,0,0,0,0,0,14,2019
False,Saints,49ers,NO,SF,0,0,0,0,0,0,0,0,14,2019
False,Browns,Bengals,CLE,CIN,0,0,0,0,0,0,0,0,14,2019
False,Buccaneers,Colts,TB,IND,0,0,0,0,0,0,0,0,14,2019
False,Cardinals,Steelers,ARI,PIT,0,0,0,0,0,0,0,0,14,2019
False,Eagles,Giants,PHI,NYG,0,0,0,0,0,0,0,0,14,2019
False,Texans,Broncos,HOU,DEN,0,0,0,0,0,0,0,0,14,2019
False,Jets,Dolphins,NYJ,MIA,0,0,0,0,0,0,0,0,14,2019
False,Jaguars,Chargers,JAC,LAC,0,0,0,0,0,0,0,0,14,2019
False,Bills,Ravens,BUF,BAL,0,0,0,0,0,0,0,0,14,2019
False,Rams,Seahawks,LA,SEA,0,0,0,0,0,0,0,0,14,2019
